Term,29c23697-0a63-493b-9ced-500612046e42,41ee531a-8d45-4067-8c0a-58e50eac58e7,5a739736-7a03-431e-8536-248d5f5eb218,4e4b68e7-e9f8-406a-b477-297d781fa67d,910bab8a-7927-4b42-9b62-b709ea0b7823,cd8531c9-894e-4e9d-bbc9-8471b99c11e3,a57303f3-c5ef-4418-ba3f-fde8e1596e03,8aa78510-515b-489f-9ecb-89e100f370d1,eed2c0ed-ca64-4bf3-b811-2c277b39e82b,33497299-202e-4799-bc63-a3bcf11c4c2a,
ha’t,0,0,0,0,1,0,1,0,0,0,
annoy,0,1,0,0,0,0,0,0,1,0,
profess,0,0,0,1,0,0,1,1,0,1,
miscarry,0,1,0,0,0,0,0,1,1,1,
racks,0,0,0,1,0,0,0,0,0,0,
vices,0,0,1,0,0,0,0,1,0,1,
unswayable,0,0,0,0,0,0,1,0,0,0,
convulse,1,0,0,0,0,0,0,0,0,0,
parthia,0,0,0,0,1,0,0,0,0,0,
competitors,0,1,0,0,1,0,0,0,0,0,
reflect,1,0,0,0,0,0,0,0,0,0,
defenders,0,0,0,0,0,0,1,0,0,0,
massacre,0,1,0,0,0,0,0,0,0,0,
bungle,0,0,0,0,0,0,0,0,1,0,
quit71,1,0,0,0,0,0,0,0,0,0,
runner,0,0,0,0,1,0,0,0,0,0,
adventures,0,1,0,0,0,0,0,0,1,0,
outvoice,0,0,0,0,0,0,0,0,1,0,
tartness,0,0,0,0,0,0,1,0,0,0,
herein,1,1,0,1,0,0,0,0,0,0,
between82,1,0,0,0,0,0,0,0,0,0,
traitors,0,1,0,1,0,0,1,1,1,1,
rude,1,1,1,1,0,1,0,1,1,1,
one’s,0,0,0,0,0,1,1,1,1,1,
wellseeming,0,0,0,0,0,1,0,0,0,0,
fray,0,0,0,1,0,1,0,0,0,0,
tawnyfinned,0,0,0,0,1,0,0,0,0,0,
nephews’,0,1,0,0,0,0,0,0,0,0,
crispian’s,0,0,0,0,0,0,0,0,1,0,
daughters’,0,0,0,0,0,0,0,1,0,1,
gioucestershire,0,0,0,1,0,0,0,0,0,0,
daughters—,0,0,0,0,0,0,0,1,0,0,
dower’d,0,0,0,0,0,0,0,1,0,0,
“it,0,0,0,0,0,1,1,0,0,0,
musick,1,0,0,0,0,0,0,0,0,0,
“if,0,0,0,0,0,0,0,0,1,0,
villainslave,0,1,0,0,0,0,0,0,0,0,
stonyhearted,0,0,0,1,0,0,0,0,0,0,
katharine,1,0,0,0,0,0,0,0,1,0,
whipster,0,0,0,0,0,0,0,0,0,1,
unmindful,0,1,0,0,0,0,0,0,0,0,
fret,1,0,0,0,0,0,0,1,1,0,
pieces,0,1,0,0,1,1,1,1,1,1,
veriest,0,0,0,1,0,0,0,0,0,0,
fearfull’st,0,1,0,0,0,0,0,0,0,0,
plows,0,0,0,0,0,0,0,0,1,0,
mermaid,0,0,0,0,1,0,0,0,0,0,
mewe,1,0,0,0,0,0,0,0,0,0,
debosh’d,0,0,0,0,0,0,0,1,0,0,
christian,1,1,1,1,0,1,0,0,1,1,
spire,0,0,0,0,0,0,1,0,0,0,
particulars,0,0,0,1,1,0,1,1,0,0,
free,1,1,1,1,1,1,1,1,1,1,
fatting,0,1,0,0,0,0,0,0,0,0,
m’en,0,0,0,0,0,0,0,0,1,0,
rebellion,1,0,0,1,0,0,1,0,1,0,
babes,0,1,0,0,1,0,0,1,0,1,
spirt,0,0,0,0,0,0,0,0,1,0,
husbands’,0,0,0,0,0,0,0,0,0,1,
nuncle,0,0,0,0,0,0,0,1,0,0,
blisters,0,0,0,0,0,1,0,0,0,0,
preferment,0,0,1,0,0,0,0,1,0,1,
villain’s,0,1,0,0,0,0,0,0,0,0,
oldest,0,0,0,0,0,0,1,1,0,0,
afraid,0,1,0,1,1,1,0,0,0,1,
extol,0,0,1,0,0,0,1,0,0,0,
household,0,0,0,0,1,0,0,0,1,0,
invite,0,0,0,0,1,1,0,0,0,0,
baregnawn,0,0,0,0,0,0,0,1,0,0,
thyself13,1,0,0,0,0,0,0,0,0,0,
“but,0,0,0,0,1,0,0,0,0,0,
aspiring,0,1,0,0,0,0,0,0,0,0,
circumvent,1,0,0,0,0,0,0,0,0,0,
salisbury,0,1,0,0,0,0,0,0,1,0,
franciae,0,0,0,0,0,0,0,0,1,0,
instinct,0,1,0,1,0,0,1,0,0,0,
welcome”,0,0,0,0,0,0,1,0,0,0,
visitation,1,1,0,0,0,0,0,0,0,0,
ice,1,1,1,0,0,0,1,0,1,0,
shrug,0,0,0,0,0,0,1,0,0,0,
ici,0,0,0,0,0,0,0,0,1,0,
niggardly,0,0,0,0,0,0,0,0,1,0,
deliberating,1,0,0,0,0,0,0,0,0,0,
engrave,0,1,0,0,0,0,0,0,0,0,
ruin,0,1,0,0,1,0,1,0,1,0,
icy,0,1,0,0,0,0,0,0,0,1,
mercifully,0,0,0,0,0,0,0,0,1,0,
guil,1,0,0,0,0,0,0,0,0,0,
“no,0,0,0,0,1,0,0,0,1,0,
spill,0,0,0,0,1,0,0,1,0,0,
quarrelling,0,0,0,0,0,1,0,0,0,0,
revealing,1,0,0,0,0,0,0,0,0,0,
ptolemy,0,0,0,0,1,0,0,0,0,0,
bursts,0,0,0,0,0,0,0,1,0,0,
inspect,1,0,0,0,0,0,0,0,0,0,
spilt,0,1,0,0,0,0,0,0,0,0,
souviendrai,0,0,0,0,0,0,0,0,1,0,
wellbelovd,0,0,0,1,0,0,0,0,0,0,
soothing,0,0,0,0,0,0,1,0,0,0,
henry—,0,1,0,0,0,0,0,0,0,0,
rule,1,1,0,1,1,0,1,1,1,1,
girdle,1,0,0,1,0,0,0,1,1,0,
ruld,1,0,0,0,0,0,0,0,0,0,
microcosm,0,0,0,0,0,0,1,0,0,0,
christ’s,0,1,0,0,0,0,0,0,0,0,
abhorr’d,0,0,0,0,0,0,0,1,0,0,
resentment,1,0,0,0,0,0,0,0,0,0,
cuckolds,0,0,0,0,0,0,1,0,0,0,
poem,1,0,0,0,0,0,0,0,0,0,
gulf,0,1,0,0,0,0,1,0,1,0,
unactive,0,0,0,0,0,0,1,0,0,0,
poet,1,0,0,0,0,0,0,0,1,0,
gull,0,0,0,1,0,0,0,0,1,1,
pody,0,0,0,0,0,0,0,0,1,0,
lordship’s,0,1,0,0,0,0,0,0,0,0,
sulphur,0,0,0,0,0,0,1,0,0,1,
refuge,0,0,0,0,0,0,1,0,0,0,
dramatic,1,0,1,0,0,0,0,0,0,0,
nicked,0,0,0,0,1,0,0,0,0,0,
“le,0,0,0,0,0,0,0,0,1,0,
tavy’s,0,0,0,0,0,0,0,0,1,0,
acquittance,0,1,0,0,0,0,0,0,0,0,
grassgreen,1,0,0,0,0,0,0,0,0,0,
spieth,0,0,0,1,0,0,0,0,0,0,
imaginary,1,0,0,0,0,0,0,0,1,0,
professed,0,0,0,0,0,0,0,1,0,1,
ift,1,0,0,0,0,0,0,0,0,0,
dramatis,1,1,1,1,1,1,1,1,1,1,
rebellike,0,0,0,0,0,0,0,1,0,0,
quirks,0,0,0,0,0,0,0,0,0,1,
guns,0,0,0,1,0,0,0,0,0,1,
cowarded,0,0,0,0,0,0,0,0,1,0,
diffused,0,1,0,0,0,0,0,0,0,0,
gorbellied,0,0,0,1,0,0,0,0,0,0,
rapier,1,0,0,0,0,1,0,0,1,1,
garter,0,1,1,0,0,0,0,0,1,1,
malefactor,0,0,0,0,1,0,0,0,0,0,
rung,0,0,0,0,0,1,0,0,0,0,
stepping,0,0,0,0,0,1,0,0,0,0,
redfac’d,0,0,0,0,0,0,0,0,1,0,
desdemona,0,0,0,0,0,0,0,0,0,1,
preparation,0,0,0,1,1,0,1,1,1,1,
hydra,0,0,0,0,0,0,1,0,0,1,
ii1,1,0,0,0,0,0,0,0,0,0,
charitable,1,1,1,1,1,1,1,1,1,1,
ii3,1,0,0,0,0,0,0,0,0,0,
ii2,1,0,0,0,0,0,0,0,0,0,
ii5,1,0,0,0,0,0,0,0,0,0,
sulphurous,1,0,0,0,0,0,0,1,0,0,
ii4,1,0,0,0,0,0,0,0,0,0,
ii7,1,0,0,0,0,0,0,0,0,0,
ii6,1,0,0,0,0,0,0,0,0,0,
slavery,0,0,0,0,0,0,0,0,0,1,
ii9,1,0,0,0,0,0,0,0,0,0,
ii8,1,0,0,0,0,0,0,0,0,0,
lubber,0,0,1,0,0,0,0,0,0,0,
clos’d,0,0,0,0,0,1,0,0,0,0,
charitably,0,0,0,0,0,0,0,0,1,0,
dressed,1,0,0,0,0,0,0,1,0,0,
hammers,1,0,0,0,1,0,0,0,1,0,
‘sleep,0,0,0,0,0,0,0,1,0,0,
1623,0,0,1,0,0,0,0,0,0,0,
scriptural,1,0,0,0,0,0,0,0,0,0,
1620,0,0,1,0,0,0,0,0,0,0,
rooteth,0,0,0,0,0,1,0,0,0,0,
ploody,0,0,0,0,0,0,0,0,1,0,
emperor,0,0,1,0,1,1,0,0,1,0,
fausse,0,0,0,0,0,0,0,0,1,0,
singlesoled,0,0,0,0,0,1,0,0,0,0,
breakfast,0,1,1,1,1,0,0,0,1,0,
him—dead—,0,0,0,0,0,1,0,0,0,0,
excelling,0,0,1,0,0,0,0,0,0,1,
refund,1,1,1,1,1,1,1,1,1,1,
remnant,0,1,1,1,0,0,0,0,0,0,
iia,1,0,0,0,0,0,0,0,0,0,
kindless71,1,0,0,0,0,0,0,0,0,0,
seize,0,1,0,0,1,1,1,1,0,1,
inmost,1,0,0,0,0,0,0,0,0,0,
cushions,0,0,0,0,0,0,1,1,0,0,
church,1,0,0,1,0,1,0,0,1,0,
iii,1,1,1,1,1,1,1,1,1,1,
alexandria,0,0,0,0,1,0,0,0,0,0,
nettle,0,0,0,1,0,0,1,0,1,0,
affectionate,0,0,0,0,0,0,0,1,0,0,
everburning,0,0,0,0,0,0,0,0,0,1,
shroud,1,0,0,0,1,1,0,0,0,1,
pictures,0,0,0,0,0,0,0,0,0,1,
unvalued,1,1,0,0,0,0,0,0,0,0,
nick,0,0,1,0,0,0,0,0,1,0,
discontinue,1,1,1,1,1,1,1,1,1,1,
blaze,1,0,0,0,0,1,1,0,0,0,
husbandlook,1,0,0,0,0,0,0,0,0,0,
impieties,0,0,0,0,0,0,0,0,1,0,
dined,0,0,1,0,0,1,1,0,0,0,
mutualities,0,0,0,0,0,0,0,0,0,1,
boldly,0,1,0,1,1,0,0,0,0,0,
undergo,0,0,1,1,0,0,0,0,0,0,
death90,1,0,0,0,0,0,0,0,0,0,
delineate,1,0,0,0,0,0,0,0,0,0,
stolest,0,0,0,1,0,0,0,0,0,0,
chidd’st,0,0,0,0,0,1,0,0,0,0,
frateretto,0,0,0,0,0,0,0,1,0,0,
montague’s,0,0,0,0,0,1,0,0,0,0,
gratify,0,0,0,0,0,0,1,0,0,1,
bang’d,0,0,0,0,0,0,0,0,0,1,
prophetess”,0,1,0,0,0,0,0,0,0,0,
abstract,1,1,0,0,1,0,0,0,0,0,
drown’d,0,0,0,0,0,1,0,1,1,1,
silversweet,0,0,0,0,0,1,0,0,0,0,
nice,1,1,1,1,1,1,0,0,1,1,
breath’d,0,0,0,0,0,1,0,0,0,0,
allobeying,0,0,0,0,1,0,0,0,0,0,
liquid,0,1,0,0,0,1,0,0,0,1,
forswearing,0,1,0,1,0,0,0,0,0,0,
hereby,0,1,0,0,0,0,0,0,0,0,
threenooked,0,0,0,0,1,0,0,0,0,0,
runs,1,0,0,1,0,1,0,1,1,1,
phœbus’,0,0,0,0,1,0,0,0,0,0,
cart76,1,0,0,0,0,0,0,0,0,0,
death79,1,0,0,0,0,0,0,0,0,0,
perfect,1,1,1,1,1,0,0,1,1,1,
sheepcotes,0,0,0,0,0,0,0,1,0,0,
roman,1,0,0,0,1,0,1,0,1,1,
fewer,0,0,0,1,0,0,0,0,1,0,
tokened,0,0,0,0,1,0,0,0,0,0,
ascribe,0,0,0,0,0,0,0,0,1,0,
pérfume,1,0,0,0,0,0,0,0,0,0,
crown’d,0,0,0,0,0,1,0,1,1,0,
poll,1,0,0,0,0,0,1,0,0,0,
pole,1,0,0,0,1,0,0,0,0,1,
graceful,0,0,0,0,1,0,1,0,0,0,
“we,0,1,0,0,0,0,1,0,1,0,
conspiracy,0,0,0,0,0,0,0,1,1,0,
spite,1,0,1,1,0,1,1,1,0,1,
frog,0,0,0,0,0,0,0,1,0,0,
promisebreaker,0,0,0,0,0,0,1,0,0,0,
changelings,0,0,0,1,0,0,0,0,0,0,
crown’s,0,0,0,0,1,0,0,0,0,0,
nephew,1,0,1,1,0,1,0,0,1,0,
from,1,1,1,1,1,1,1,1,1,1,
segregation,0,0,0,0,0,0,0,0,0,1,
wakest,0,0,0,0,0,0,0,1,0,0,
swan’sdown,0,0,0,0,1,0,0,0,0,0,
spits,0,1,0,0,0,1,1,1,0,0,
ile,0,0,1,0,0,0,0,0,0,0,
smells,0,0,0,0,0,1,1,1,1,0,
bench,0,0,0,0,0,1,1,1,0,0,
ill,1,1,1,1,1,1,1,1,1,1,
finished,1,0,0,0,0,0,1,0,1,0,
yeoman,0,0,0,0,0,0,0,1,0,0,
rhyme,0,0,1,0,0,1,0,0,1,0,
lustre,0,0,0,1,1,0,0,1,1,0,
undertake’t,0,0,0,0,0,0,1,0,0,0,
ils,0,0,0,0,0,0,0,0,1,0,
sixandtwenty,0,0,0,1,0,0,0,0,0,0,
fortress,0,0,0,0,1,0,0,0,0,0,
advantaging,0,1,0,0,0,0,0,0,0,0,
1663,0,0,1,0,0,0,0,0,0,0,
roderigo’s,0,0,0,0,0,0,0,0,0,1,
plackets,0,0,0,0,0,0,0,1,0,0,
spinning,1,0,0,0,0,0,0,0,0,0,
predicament,0,0,0,1,0,1,0,0,0,0,
tossed,0,1,0,0,0,0,0,0,0,0,
gravemaking,1,0,0,0,0,0,0,0,0,0,
ruth,1,0,0,0,0,0,1,0,0,0,
purposeth,0,0,0,0,1,0,0,0,0,0,
death,1,1,1,1,1,1,1,1,1,1,
noiseless,0,0,0,0,0,0,0,1,0,0,
tyrant’s,0,0,0,0,0,0,0,1,0,0,
bestow,1,0,1,0,1,0,1,1,1,1,
imp,0,0,0,0,0,0,0,0,1,0,
bends,0,0,0,0,1,0,0,0,0,0,
ocular,0,0,0,0,0,0,0,0,0,1,
forsake,0,1,1,0,1,0,0,0,0,1,
rust,0,0,0,0,0,0,1,0,0,1,
paper,1,1,1,1,1,1,1,1,1,1,
vows39,1,0,0,0,0,0,0,0,0,0,
soiled,0,0,0,0,0,0,0,1,0,0,
pomp,1,1,0,0,1,0,0,1,1,1,
endeavour,0,0,0,0,1,0,0,1,1,0,
contre,0,0,0,0,0,0,0,0,1,0,
value,1,0,0,1,0,0,1,1,0,0,
guts,0,0,0,1,0,0,0,0,1,0,
apothecary—,0,0,0,0,0,1,0,0,0,0,
inc,0,0,0,1,0,0,0,0,0,0,
enforced,0,1,1,0,0,0,0,1,1,0,
haunting,0,0,0,1,0,0,0,0,0,1,
ing,0,0,0,1,0,0,0,0,0,0,
repay,0,1,0,0,0,0,0,0,0,0,
threaden,0,0,0,0,0,0,0,0,1,0,
ink,0,1,1,0,1,1,0,0,0,0,
inn,0,0,0,1,0,0,0,1,0,0,
verified,0,0,0,0,0,0,1,0,0,0,
tricks,1,1,0,0,1,0,1,1,0,1,
exeter,0,1,0,0,0,0,0,0,1,0,
rush,0,1,0,0,1,0,0,0,1,1,
int,1,0,0,0,0,0,0,0,0,0,
nigh,0,0,0,1,0,0,0,0,0,1,
ins,1,0,0,0,0,0,0,0,0,0,
worthless,0,0,1,0,0,0,0,0,1,0,
enforces,0,0,0,0,0,0,0,0,1,0,
girded,0,0,0,0,0,0,0,0,1,0,
slobbery,0,0,0,0,0,0,0,0,1,0,
reprehended,0,1,0,0,0,0,0,0,0,0,
1685,0,0,1,0,0,0,0,0,0,0,
creeping,0,1,0,0,0,0,1,0,1,0,
aptly,0,1,0,0,0,0,0,0,0,0,
fleeing,0,0,0,0,0,0,1,0,0,0,
sweating,0,1,0,0,1,0,0,0,0,1,
pope,0,0,1,0,0,0,0,0,0,0,
alewash’d,0,0,0,0,0,0,0,0,1,0,
braggart,0,0,0,0,0,1,1,1,1,0,
fierceness,0,0,0,0,0,0,0,0,1,0,
spouse,0,0,0,0,0,0,0,1,1,0,
properly,1,0,0,0,0,0,1,0,0,0,
brother’s,0,1,0,0,0,1,1,1,0,0,
gagné,0,0,0,0,0,0,0,0,1,0,
‘enough,0,0,0,0,0,0,0,1,0,0,
poop,0,0,0,1,1,0,0,0,0,0,
hugged,0,1,0,0,0,0,0,0,0,0,
poor,1,1,1,1,1,1,1,1,1,1,
excellent,1,1,1,1,1,1,1,1,1,1,
soul120,1,0,0,0,0,0,0,0,0,0,
mortalstaring,0,1,0,0,0,0,0,0,0,0,
fairly,0,1,1,1,1,1,1,0,1,0,
pool,0,0,0,0,0,0,0,1,0,0,
pooh,1,0,0,0,0,0,0,0,0,0,
trèscher,0,0,0,0,0,0,0,0,1,0,
adapted,1,0,0,0,0,0,0,0,0,0,
persons,1,0,0,0,1,1,0,0,0,0,
pont,0,0,0,0,1,0,0,0,0,0,
charges,1,1,1,1,1,1,1,1,1,1,
ionian,0,0,0,0,1,0,0,0,0,0,
childrens,0,0,0,1,0,0,0,0,0,0,
pearls,1,0,1,0,1,0,0,1,0,0,
pendulous,0,0,0,0,0,0,0,1,0,0,
shocks,1,0,0,0,0,0,0,0,0,0,
charged,0,1,1,1,1,0,1,1,1,1,
edified,0,0,0,0,0,0,0,0,0,1,
deed’s,0,1,0,0,0,0,0,0,0,0,
shortly,1,1,0,1,1,1,1,1,0,1,
pilgrims’,0,0,0,0,0,1,0,0,0,0,
smilingly,0,0,0,0,0,0,1,1,0,0,
providing,1,1,1,1,1,1,1,1,1,1,
unstain’d,0,0,0,0,0,1,0,0,0,0,
licked,0,0,0,1,0,0,0,0,0,0,
nile,0,0,0,0,1,0,0,0,0,0,
valentinus,0,0,1,0,0,0,0,0,0,0,
nill,1,0,0,0,0,0,0,0,0,0,
unkind,1,0,1,1,0,1,0,1,0,1,
porn,0,0,0,0,0,0,0,0,1,0,
strumpet,0,1,0,0,0,0,0,0,0,1,
lineaments,0,1,0,0,0,0,0,0,0,0,
ignorance—it,0,0,0,0,0,0,1,0,0,0,
“what,0,1,0,0,0,0,0,0,1,0,
kindled,0,0,0,1,0,0,0,0,0,0,
richard’s,0,1,0,0,0,0,0,0,1,0,
measur’d,0,0,0,0,0,0,0,0,1,0,
an’t,0,0,0,0,0,0,1,0,1,0,
eyeless,0,0,0,0,0,1,0,1,0,0,
linked,1,1,1,1,1,1,1,1,1,1,
instalment,0,1,0,0,0,0,0,0,0,0,
assyrian,0,0,0,0,0,0,0,0,1,0,
soul101,1,0,0,0,0,0,0,0,0,0,
irs,1,1,1,1,1,1,1,1,1,1,
farthingale,0,0,1,0,0,0,0,0,0,0,
tickling,0,0,0,0,0,1,0,0,0,0,
disdain,0,1,1,1,0,0,1,1,1,0,
here114,1,0,0,0,0,0,0,0,0,0,
remerciements,0,0,0,0,0,0,0,0,1,0,
therewithal,0,0,1,0,0,1,0,1,0,0,
enanmour’d,0,0,0,0,0,1,0,0,0,0,
ise,0,0,0,0,0,0,0,1,0,0,
devil—”,0,1,0,0,0,0,0,0,0,0,
ish,0,0,0,0,0,0,0,0,1,0,
restless,0,1,0,0,0,0,0,0,1,0,
nine,1,1,0,1,0,1,1,1,0,1,
unborn,0,0,0,1,0,0,1,0,1,0,
“yes”,0,0,0,0,1,0,0,0,0,0,
enmity’s,0,0,0,0,0,0,1,0,0,0,
concurrence,1,0,0,0,0,0,0,0,0,0,
senses,1,0,0,0,0,1,0,1,1,0,
hyssop,0,0,0,0,0,0,0,0,0,1,
twentysix,0,0,0,0,0,0,0,0,1,0,
telltale,0,1,0,0,0,0,0,0,0,0,
bosom’s,0,0,0,0,0,1,1,0,0,0,
daintily,0,0,0,0,1,0,0,0,0,0,
fleers,0,0,0,0,0,0,0,0,0,1,
pots,1,0,0,0,0,1,0,0,0,0,
ist,1,0,1,1,0,0,0,0,0,0,
thank’d,0,0,0,0,0,0,0,0,0,1,
pushes,0,0,0,0,0,0,1,1,0,0,
sitt’st,0,0,0,0,0,0,0,1,0,0,
fortunately,0,0,0,0,0,0,0,1,0,1,
concord,0,0,1,0,0,0,0,0,0,0,
otherwise—,0,0,0,0,0,0,0,0,0,1,
musing,0,0,1,1,0,0,0,0,0,0,
posy,1,0,0,0,0,0,0,0,0,0,
post,1,1,1,1,1,1,1,1,1,1,
norfolk,0,1,0,0,0,0,0,0,0,0,
rest6,1,0,0,0,0,0,0,0,0,0,
negligence,1,1,1,1,1,1,1,1,1,1,
moldwarp,0,0,0,1,0,0,0,0,0,0,
bosom’d,0,0,0,0,0,0,0,1,0,0,
nuptial,0,0,0,0,0,1,1,1,0,1,
banish’d,0,0,0,0,0,1,0,1,0,0,
capitaine,0,0,0,0,0,0,0,0,1,0,
sense118,1,0,0,0,0,0,0,0,0,0,
wearer,0,0,0,0,1,0,0,0,0,0,
iv2,1,0,0,0,0,0,0,0,0,0,
iv1,1,0,0,0,0,0,0,0,0,0,
iv4,1,0,0,0,0,0,0,0,0,0,
iv3,1,0,0,0,0,0,0,0,0,0,
iv6,1,0,0,0,0,0,0,0,0,0,
mercutio,0,0,0,0,0,1,0,0,0,0,
its,1,1,1,1,1,1,1,1,1,1,
iv5,1,0,0,0,0,0,0,0,0,0,
remedy,1,0,1,0,0,1,1,1,0,1,
iv8,1,0,0,0,0,0,0,0,0,0,
iv7,1,0,0,0,0,0,0,0,0,0,
fett’red,0,0,0,0,0,0,0,0,1,0,
suffolk,0,0,0,0,0,0,0,0,1,0,
iv9,1,0,0,0,0,0,0,0,0,0,
respect,1,1,1,1,0,1,1,1,1,1,
article,1,0,1,0,1,0,1,0,1,1,
retreat,0,1,0,1,1,0,1,1,1,0,
ache,1,0,0,0,0,1,0,0,0,1,
rages,0,0,0,0,0,0,1,1,1,0,
port,0,0,0,0,1,0,0,1,1,0,
steeled,0,1,0,0,0,0,0,0,1,0,
distemper,1,0,0,0,0,0,0,0,1,0,
crooked,0,0,1,0,0,0,1,0,1,0,
adreams67,1,0,0,0,0,0,0,0,0,0,
parca’s,0,0,0,0,0,0,0,0,1,0,
joining,1,0,0,0,0,0,0,0,0,0,
production,1,1,1,1,1,1,1,1,1,1,
plotted,0,1,1,1,0,0,0,0,0,0,
“beseech,0,0,0,0,0,0,1,0,0,0,
paste,0,0,0,0,0,0,0,1,0,0,
perjure,0,0,0,0,1,0,0,0,0,0,
clovest,0,0,0,0,0,0,0,1,0,0,
grandeur,0,0,0,0,0,0,0,0,1,0,
strikes,1,1,1,0,1,0,0,1,1,1,
it121,1,0,0,0,0,0,0,0,0,0,
ive,0,0,1,0,0,0,0,0,0,0,
rebeck,0,0,0,0,0,1,0,0,0,0,
enacts,0,1,0,0,0,0,0,0,0,0,
hellgoverned,0,1,0,0,0,0,0,0,0,0,
misgives,0,0,0,0,0,1,0,0,0,1,
perjury,0,1,1,0,0,1,0,0,1,1,
identify,1,1,1,1,1,1,1,1,1,1,
mortifications,1,0,0,0,0,0,0,0,0,0,
bankrout,0,0,0,0,0,1,0,0,0,0,
pour,1,1,0,0,1,0,0,1,1,1,
harebrained,0,0,0,1,0,0,0,0,0,0,
pout,0,0,0,0,0,0,1,0,0,0,
neighed,0,0,0,0,1,0,0,0,0,0,
illstarr’d,0,0,0,0,0,0,0,0,0,1,
madly,0,0,0,0,0,1,0,0,0,0,
strewd,1,0,0,0,0,0,0,0,0,0,
shunning,0,0,0,0,0,0,1,0,0,0,
joyless,0,1,0,0,0,0,0,0,0,0,
palsied,0,0,0,0,0,0,1,0,0,0,
detest,0,0,1,0,1,0,0,0,0,0,
whitebearded,0,0,0,1,0,0,0,0,0,0,
pushed,0,0,0,0,0,0,1,0,0,0,
stilly,0,0,0,0,0,0,0,0,1,0,
comfitmakers,0,0,0,1,0,0,0,0,0,0,
“guilty,0,1,0,0,0,0,0,0,0,0,
sanity,1,0,0,0,0,0,0,0,0,0,
yesternight,1,1,0,1,0,1,0,0,0,0,
blackheath,0,0,0,0,0,0,0,0,1,0,
number,1,1,1,1,1,1,1,1,1,1,
obedience,1,1,0,0,1,0,1,1,1,1,
shorten,1,0,0,0,0,0,0,0,0,0,
beast’s,0,0,0,0,0,0,0,1,0,0,
neighbourstained,0,0,0,0,0,1,0,0,0,0,
valentinos,0,0,1,0,0,0,0,0,0,0,
alllicens’d,0,0,0,0,0,0,0,1,0,0,
slack,0,1,0,0,0,1,0,1,0,1,
property,1,1,1,1,1,1,1,1,1,1,
utterance,1,0,0,0,0,1,0,0,0,0,
shorter,0,0,0,1,1,0,0,1,0,1,
aslant,1,0,0,0,0,0,0,0,0,0,
soldier”,0,0,0,0,0,0,1,0,0,0,
irreconcil’d,0,0,0,0,0,0,0,0,1,0,
attainder,0,1,0,0,0,0,0,0,0,0,
counsaile,0,0,1,0,0,0,0,0,0,0,
nothing,1,1,1,1,1,1,1,1,1,1,
borrow’d,0,0,0,0,0,1,0,0,0,0,
repaired,0,1,0,0,0,0,0,0,0,0,
urged,1,1,0,0,0,0,1,0,1,0,
rul’d,0,0,0,0,0,1,0,1,0,0,
silver,0,0,0,0,1,1,1,0,1,0,
lusted,0,1,0,0,0,0,0,0,0,0,
virgilia,0,0,0,0,0,0,1,0,0,0,
partial,1,0,0,0,0,0,0,1,0,0,
urges,0,0,0,0,0,0,0,1,0,0,
fathers,1,1,1,1,0,0,1,1,1,1,
generously,0,0,1,0,0,0,0,0,0,0,
luscious,0,0,0,0,0,0,0,0,0,1,
city,1,1,1,1,1,1,1,1,1,1,
drench,0,0,0,1,1,0,1,0,1,0,
fairer,0,1,1,0,1,1,0,0,0,0,
confident,1,0,0,1,0,0,0,0,1,0,
silvia,0,0,1,0,0,0,0,0,0,0,
phraseology,1,0,0,0,0,0,0,0,0,0,
gests,0,0,0,0,1,0,0,0,0,0,
spicery,0,1,0,0,0,0,0,0,0,0,
bubble,0,1,0,0,0,0,0,0,0,0,
ordinance,0,1,0,0,0,0,1,1,1,0,
pharaohs,1,0,0,1,0,0,0,0,0,0,
rests,0,0,0,0,0,1,0,0,0,0,
’em—my,0,0,0,0,0,0,1,0,0,0,
filled,0,1,0,0,1,0,1,0,1,1,
poys,0,0,0,0,0,0,0,0,1,0,
powerful,0,1,0,0,1,1,0,1,0,1,
coming—pardon,0,0,0,0,0,0,0,1,0,0,
cite,0,0,1,0,0,0,0,0,0,0,
highgrown,0,0,0,0,0,0,0,1,0,0,
despising,0,0,0,0,0,0,1,0,0,0,
sovereignest,0,0,0,1,0,0,0,0,0,0,
xxviii,0,0,1,0,0,0,0,0,0,0,
hitherwards,0,0,0,1,0,0,0,0,0,0,
points,1,1,0,1,1,1,1,1,0,0,
credent,1,0,0,0,0,0,0,0,0,0,
dighton,0,1,0,0,0,0,0,0,0,0,
scurvy,0,0,0,0,0,1,0,1,1,1,
pomfret,0,1,0,0,0,0,0,0,0,0,
stocked,0,0,0,0,0,0,0,1,0,0,
qualify,0,0,1,0,0,0,0,0,0,0,
slanderer,0,0,0,0,0,0,0,0,0,1,
couples,0,0,1,0,0,0,0,0,0,0,
couplet,1,0,1,0,0,0,0,0,0,0,
garners,0,0,0,0,0,0,1,0,0,0,
too—i,0,0,0,0,1,0,0,0,0,0,
slandered,0,0,0,1,0,0,0,0,0,0,
substantive,1,0,0,0,0,0,0,0,0,0,
catched,0,0,0,0,0,0,1,0,0,0,
spices,0,0,0,0,0,1,1,0,0,0,
clucked,0,0,0,0,0,0,1,0,0,0,
unperceived,1,0,0,0,0,0,0,0,0,0,
shall—my,0,0,0,0,0,0,0,0,1,0,
mesopotamia,0,0,0,0,1,0,0,0,0,0,
deathsman,0,0,0,0,0,0,0,1,0,0,
